acousticness,danceability,duration_min,energy,genre,genre2,instrumentalness,key,liveness,loudness,mode,speechiness,track_album_name,track_album_release_year,track_artist,track_id,track_name,track_popularity,tempo,valence,in_obama_playlist
2.86,53.3,3.08,59.6,rap,hip hop/rap,0.0,A#,6.84,-3.802,minor,8.91,Before I Self-Destruct,2009,50 Cent,6so3XYH1yyeWFGskbQvDjQ,"OK, You're Right",0,97,45.4,0
8.0,65.0,3.71,73.0,r&b,r&b,0.0,D,60.0,-5.85,major,9.0,The Lion King: The Gift,2019,Beyoncé,6tgEc2O1uFHcZDKPoo6PC8,ALREADY,60,67,55.0,1
0.145,68.4,4.33,85.4,rock,rock,0.0105,D,9.13,-2.802,minor,3.34,I'm with You,2011,Red Hot Chili Peppers,6vLwOFz5BYeEJPyvgUea2D,Factory of Faith,52,141,70.6,0
18.3,51.8,4.0,72.9,r&b,r&b,0.0,B,6.43,-7.193,minor,4.52,A Place We Knew,2019,Dean Lewis,6w8pFOKn42O418qwcQElZ3,Waves,74,157,34.3,0
56.0,60.0,4.83,59.0,folk,folk,32.0,E,11.0,-9.76,major,3.0,Bryter Layter,1971,Nick Drake,6wuekNiL0KqFbvfdwuequN,One Of These Things First,55,90,66.0,1
14.3,59.7,3.63,81.8,latin,global music,0.0,A,16.9,-4.526,major,6.63,MIA,2019,Tayl G,6xGgxNO4Hp1gfEUatmc0nZ,MIA,52,180,61.1,0
27.2,90.7,4.28,45.5,latin,global music,3.66,D#,9.78,-11.124,major,22.5,Milki,2016,Akapellah,6y2GBwBg3jE70j5G1xDWxh,Milki,45,128,22.3,0
36.0,58.0,3.16,84.0,pop,pop,3.0,D,8.0,-7.16,minor,5.0,empathogen,2024,WILLOW,70nmpLYSyZ58QTUzUiB1VA,symptom of life,59,160,44.0,1
20.1,77.5,4.17,63.3,latin,global music,0.0,A#,21.9,-3.332,minor,13.3,La Playa (Remix),2020,Myke Towers,70zg99pT51vB4wlMS7e4q7,La Playa - Remix,79,140,39.4,0
0.273,90.1,4.72,51.2,rap,hip hop/rap,0.0,C#,9.79,-6.468,major,37.0,The Crunk Recordings: Hits From The Pioneers And Players Of Crunk,2009,Trillville,71mDjdeVK9sqXmamMHaAfX,Some Cut (feat. Cutty),56,85,63.8,0
7.0,72.0,3.66,53.0,hip hop,hip hop/rap,0.0,B,9.0,-6.24,major,9.0,ANTI (Deluxe),2016,Rihanna,72TFWvU3wUYdUuxejTTIzt,Work,77,92,55.0,1
69.0,36.0,5.71,47.0,jazz,jazz,0.0,F,8.0,-13.05,minor,7.0,Blues & Roots,1960,Charles Mingus,74EiaLmtaOlfKZYFkhHs6J,Wednesday Night Prayer Meeting,32,87,49.0,1
34.6,84.3,2.59,67.1,rap,hip hop/rap,0.0,D,11.1,-6.672,major,28.6,Helt Stabil,2019,Fouli,74UxMl2RwVslYvWd9cGmlL,Helt Stabil,58,102,74.5,0
0.237,81.0,5.74,79.1,edm,edm/house/dance,0.0172,C,20.9,-5.332,minor,9.69,I Need Your Love,2013,Calvin Harris,74eDdfWtlPPhjsRstBXUBc,I Need Your Love - Nicky Romero Remix,39,125,42.6,0
20.0,74.0,4.23,58.0,rock,rock,0.0,E,17.0,-12.43,minor,8.0,Rough and Rowdy Ways,2020,Bob Dylan,74mIBeHhMcIpiAej3nBgo4,Goodbye Jimmy Reed,38,100,88.0,1
19.8,63.8,4.99,75.0,rock,rock,0.172,A,23.2,-7.659,major,4.3,Absolute Rock Anthems,2008,The Who,76IcyIbm2z4TJ7VjQ1tCkS,Who Are You - Single Edit,0,156,50.1,0
55.1,71.0,5.3,87.4,world,global music,0.03,G,28.7,-1.96,major,3.1,Kinavana,1998,Kékélé,76ot3BABnfPJi06g7J7iBa,Conséquence,9,100,88.0,1
17.0,85.0,3.03,65.0,hip hop,hip hop/rap,2.0,B,13.0,-6.3,major,22.0,Red Eye,2023,"Money Man,Babyface Ray",78MA8xdZCe4KS9SuIxs1Ce,Drums,37,145,52.0,1
96.0,60.0,5.94,22.0,jazz,jazz,1.0,C#,7.0,-17.16,major,3.0,New Moon Daughter,1995,Cassandra Wilson,791eQ4TI42crcH5DKIz7uA,Solomon Sang,15,102,30.0,1
21.0,78.0,3.08,57.0,r&b,r&b,0.0,D,13.0,-7.53,major,35.0,Everything is Beautiful,2020,Princess Nokia,79VKEr51Prtp9dBIEYjJVn,Gemini,40,80,91.0,1
12.6,64.3,2.68,77.5,latin,global music,0.0,A#,14.2,-4.622,minor,18.4,Vamonos,2019,Elias Diaz,7AlfoiKXfXzwVPE9asKNCs,Vamonos,39,194,50.3,0
0.74,75.0,2.75,87.9,soul/funk/motown,soul/funk/motown,0.0,F#,29.6,-4.25,major,3.59,You Ain't The Problem (Claptone Remix),2019,"Michael Kiwanuka,Claptone",7BFXQINSdAqgOmMydTGnKG,You Ain't The Problem - Claptone Remix,50,124,65.6,1
14.0,70.0,5.06,43.0,pop,pop,88.0,G,8.0,-12.53,major,5.0,HIT ME HARD AND SOFT,2024,Billie Eilish,7BRD7x5pt8Lqa1eGYC4dzj,CHIHIRO,88,110,52.0,1
5.51,37.5,4.97,50.4,r&b,r&b,0.0051,F#,22.5,-8.941,minor,4.24,Age Ain't Nothing But A Number,1994,Aaliyah,7CAHOnKTOgmevBK0ohndz4,Street Thing,27,128,19.0,0
47.0,54.0,4.65,49.0,rock,rock,0.0,D,9.0,-11.93,major,3.0,The Youngbloods,1967,The Youngbloods,7CQXyFX44CXmnuq8Bi9Dyc,Get Together,53,103,58.0,1
64.0,77.0,2.95,69.0,hip hop,hip hop/rap,0.0,F,22.0,-7.03,minor,11.0,The Renaissance,2008,Q-Tip,7D8MbQyYgjcihxE3sH9FnG,Believe,26,97,36.0,1
59.0,82.0,3.28,63.0,soul/funk/motown,soul/funk/motown,0.0,G,48.0,-10.75,major,5.0,Mighty Love,1974,The Spinners,7DCav3rL0B3A5Lp7CXcatN,Mighty Love,34,110,72.0,1
0.166,60.0,2.62,88.8,pop,pop,0.0,G#,40.0,-4.612,major,13.0,Found Love (feat. Lovespeake),2019,MOTi,7EHCt2jdVwHp557sfMPosf,Found Love (feat. Lovespeake),59,126,64.1,0
5.0,77.0,4.73,81.0,hip hop,hip hop/rap,0.0,D,21.0,-5.51,minor,11.0,Grateful,2017,"DJ Khaled,Beyoncé,JAY-Z",7Fa5UNizycSms5jP3SQD3F,Shining (feat. Beyoncé & Jay-Z),46,112,58.0,1
9.0,54.0,3.13,67.0,rock,rock,0.0,D,11.0,-5.2,major,4.0,The Devil I Know,2023,Ashley McBryde,7FvHEqbqeG3hoNZBBUjkVC,The Devil I Know,37,168,61.0,1
1.0,53.0,4.02,94.0,rock,rock,0.0,C#,19.0,-5.64,minor,4.0,Born In The U.S.A.,1984,Bruce Springsteen,7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,82,149,50.0,1
27.0,68.0,4.84,79.0,hip hop,hip hop/rap,0.0,A#,12.0,-6.19,minor,14.0,Illmatic,1994,Nas,7G3lxTsMfSx4yarMkfgnTC,The World Is Yours,67,87,54.0,1
17.5,57.1,3.69,80.8,edm,edm/house/dance,48.7,C#,17.6,-8.044,minor,3.69,Bingo,2019,Palm Vision,7IT5ejCSseE0gylca5NQrd,Bingo,18,125,52.5,0
26.0,80.9,3.57,63.2,rap,hip hop/rap,0.0011,B,7.16,-7.626,minor,18.6,1010,2020,Benny Jamz,7IlYDWKUtjuQ1xPf6KAzWc,Shopping (feat. Kesi & Stepz),57,140,51.9,0
1.96,56.9,5.71,49.3,edm,edm/house/dance,0.01,F#,4.17,-4.89,minor,4.43,So Far Away (Remixes Vol. 1),2017,Martin Garrix,7J7D2Ezp32LxlYuNTZX48n,So Far Away - Nicky Romero Remix,40,126,24.2,0
99.0,36.0,4.04,1.0,jazz,jazz,0.0,E,10.0,-21.65,minor,4.0,Linger Awhile,2022,"Samara Joy,Pasquale Grasso",7MCGBbLKg9BS7lQS1S5SN5,Someone To Watch Over Me (feat. Pasquale Grasso),32,91,12.0,1
32.0,81.0,2.85,60.0,house/dance,edm/house/dance,5.0,G,9.0,-3.3,major,9.0,Pull Up,2022,Original Koffee,7aBRoWtp9jsZFxwml1LfeG,Pull Up,2,103,65.0,1
3.09,64.1,3.47,78.8,latin,global music,0.0,G#,77.2,-8.406,major,10.9,Psycho Realm Presents Sick Jacken And Cynic In Terror Tapes 2,2012,The Psycho Realm,7amm8xQDxryrWiD3kyQONd,Obra Maestra,26,97,27.5,0
4.43,64.9,4.79,83.1,pop,pop,38.3,F,7.12,-6.556,minor,7.02,Without No Fear,2019,Urchin,7cDBUr6mlP58oJXvIO1JGy,Without No Fear,21,127,36.3,0
10.8,50.2,6.36,37.0,r&b,r&b,7.92,F,12.0,-13.115,major,3.46,Maxwell's Urban Hang Suite,1996,Maxwell,7eSDRPSjYBOcqB7b6Ord6X,Lonely's the Only Company (I&II),34,84,4.41,0
71.4,57.4,3.62,45.3,r&b,r&b,0.0195,G#,11.1,-9.32,major,10.6,Destination,2018,Ruck P,7fCzmX69Ksgsc6ogGRhPlp,As Long As I Got You,42,84,50.3,0
18.0,34.0,3.81,92.0,rock,rock,18.0,F,29.0,-3.94,major,4.0,Exile On Main Street (2010 Re-Mastered),1972,The Rolling Stones,7faybsF8gIVvWtAp9hUcI2,Soul Survivor,34,115,53.0,1
17.0,84.0,4.32,65.0,r&b,r&b,0.0,C#,13.0,-6.03,minor,10.0,Green Balloon,2019,Tank and The Bangas,7fyU4Ce2YIkn3XCR1FKP05,Spaceships,24,137,67.0,1
47.5,30.5,4.69,46.2,r&b,r&b,12.2,C,9.16,-9.57,major,3.38,I Forget Where We Were,2014,Ben Howard,7gYwIAHB6VxzLJFSZMMv8i,I Forget Where We Were,63,113,18.1,0
9.0,91.0,2.71,78.0,reggaeton,global music,0.0,F,18.0,-2.25,major,26.0,nadie sabe lo que va a pasar mañana,2023,"Bad Bunny,Feid",7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,85,96,35.0,1
0.0036,53.5,4.51,83.4,rock,rock,0.0002,B,30.5,-7.645,major,2.69,Collections,2007,Motörhead,7mNlE9QwjGnxPH5TQ3wuEp,Hellraiser,22,98,64.4,0
54.0,84.0,2.36,44.0,soul/funk/motown,soul/funk/motown,1.0,A,11.0,-9.44,major,5.0,I Never Loved a Man the Way I Love You,1967,Aretha Franklin,7mvKpoeI6sq6osDtSb9xcF,Save Me,33,120,53.0,1
3.34,64.5,3.78,79.5,pop,pop,0.0011,C#,8.9,-5.439,major,3.43,Sweet but Psycho (Remixes),2018,Ava Max,7nbVbGjifh0m2fhPYqcI1R,Sweet but Psycho - Morgan Page Dance Remix,65,128,42.4,0
16.0,28.0,7.12,49.0,soul/funk/motown,soul/funk/motown,0.0,G,17.0,-7.85,minor,3.0,Love & Hate,2016,Michael Kiwanuka,7oOEFDLSQscl0uGulnIEmG,Love & Hate,63,170,53.0,1
12.0,61.0,4.53,71.0,r&b,r&b,0.0,G,34.0,-6.18,major,37.0,The Lion King: The Gift,2019,"JAY-Z,Beyoncé,Childish Gambino,Oumou Sangaré",7oqftogUN82Q7VNy2TmTJW,MOOD 4 EVA (feat. Oumou Sangaré),50,106,71.0,1
69.8,65.6,3.03,57.7,r&b,r&b,0.0,A#,29.6,-5.566,minor,8.02,Narrated For You,2018,Alec Benjamin,7pT6WSg4PCt4mr5ZFyUfsF,If We Have Each Other,76,173,86.1,0
48.4,75.3,3.98,47.2,r&b,r&b,1.27,D#,28.4,-9.76,minor,12.1,Mama's Gun,2000,Erykah Badu,7pv80uUHfocFqfTytu1MVi,Didn't Cha Know,69,135,81.6,1
61.0,39.0,4.64,33.0,jazz,jazz,3.0,A,11.0,-14.8,major,4.0,Esperanza,2008,Esperanza Spalding,7qEKZP3nOqWpEQlANPccOx,Espera,29,152,21.0,1
53.2,73.9,3.63,62.2,pop,pop,0.0,B,5.08,-5.382,minor,3.94,Thursday (Nicky Romero Remix),2018,Jess Glynne,7r4nPsLToVIPdsiEeZKF6Y,Thursday - Nicky Romero Remix,52,120,61.5,0
22.9,32.3,2.43,70.4,rock,rock,0.0001,A,22.8,-11.585,major,5.73,The Doors [40th Anniversary Mixes],1967,The Doors,7rNzap95cCcOafjFtofpBk,Break On Through [To The Other Side] - New Stereo Mix Advanced Resolution,0,184,80.4,0
88.9,45.5,2.97,29.2,r&b,r&b,0.0,C,10.6,-6.792,major,5.63,Camila,2018,Camila Cabello,7sTtHHrD0zDpmzQzH3zegz,Consequences,73,84,43.0,0
3.0,91.0,3.19,64.0,house/dance,edm/house/dance,0.0,A#,7.0,-7.92,minor,26.0,Rapture EP,2019,Original Koffee,7sd72KZS8D59g5NmhxyHpJ,Toast,10,100,79.0,1
8.0,76.0,2.82,51.0,soul/funk/motown,soul/funk/motown,0.0,B,13.0,-6.94,minor,17.0,Ivory,2022,Omar Apollo,7sg9kDT8H2P0wPACXnWRdN,Tamagotchi,49,133,55.0,1
9.43,66.1,4.53,61.9,world,global music,3.04,G#,9.07,-9.73,major,3.01,Toxu,1998,"Wasis Diop,Beth Hirsch",7tpTeZgPPcpGHmKLwQClXt,Everything (... Is Never Quite Enough),35,143,27.1,1
17.5,58.3,3.97,83.1,rock,rock,0.0296,C,53.6,-5.077,major,4.51,Absolute Rock Anthems,2008,The Knack,7uCDNfNCqcJT1y7ZR5kP6t,My Sharona,0,148,81.2,0
0.392,85.6,5.31,46.5,edm,edm/house/dance,89.7,F#,7.95,-6.479,minor,4.51,Don't Touch Me,2015,Melih Aydogan,7uE4Ie7tNB5XVn3Z8FYdHh,Don't Touch Me - Original Mix,33,122,32.0,0
58.0,73.0,3.89,71.0,r&b,r&b,0.0,D,16.0,-6.55,major,8.0,COWBOY CARTER,2024,Beyoncé,7wLShogStyDeZvL0a6daN5,TEXAS HOLD 'EM,74,110,38.0,1
10.9,53.8,2.97,71.0,rap,hip hop/rap,0.0,G,5.2,-6.089,minor,29.1,Præg På Kortet,2019,DON x LEE x BARBER,7xCKov7FR4JjlgukQGzfrW,Præg På Kortet,47,161,70.2,0
27.0,78.0,2.93,67.0,r&b,r&b,0.0,F,44.0,-6.4,minor,19.0,INDUSTRY GAMES,2020,CHIKA,7yewACUEo8jX7oLhSaNzBs,CROWN,36,94,85.0,1
19.2,71.5,3.67,74.5,latin,global music,0.0011,A,8.07,-6.265,minor,18.7,Numerología,2019,Lalo Ebratt,7zwOSMqWghSCfZrVo5r5nR,Mala Costumbre,57,192,80.2,0
